Title,Date Issued,Date,Spatial Coverage,Extent,Provenance,Coverage,Publisher,Subject,Contributor,Creator,Description,File,Identifier,Rights,Source
50 dollars reward,1812-02-06,1814-02-01,"Beaufort County, NC",Washington,"Washington, NC",New Bern,Carolina Federal Republican,David,Richard Grist,Richard Grist,"50 Dollars Reward.  RUNAWAY From the Subscriber on the first instant a negro man named  DAVID.  This fellow is about twenty seven or eight years old, five feen ten or eleven inches high, straight, spare and well made, tolerably black, has a handsome face, small hands, and uncommon white teeth; has a small scar on his nose occasioned by a cut with a knife: Is a sensible artful fellow, when speaking fast he Stammers a little and is a tolerable good shoemaker. Had on when he went away a suit of dark grey homsepun cloths.  It is supposed he is at present lurking about on the south side of tar river, near Washington but it is apprehended he will attempt to go out of the State.  The above reward will be paid to any person who will deliver the above named negro to me, or if confined in any jail in the State so that I get him again.  RICHARD GRIST.  Near Washington, N.C. Feb. 4, 1813.  All masters of vessels and others are warned not to harbor, assist, or carry the above fellow out of the State under the rigour of law.  R.G.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_783.jpg,783,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/783
Twenty dollars reward,1812-04-17,1812-03-06,"Orange County, NC",Hillsborough,"Fayetteville, NC; Elizabeth, NC; Wilmington, NC",Raleigh,The Star,Jack,Levi Whitted,Levi Whitted,"Twenty Dollars Reward. RANAWAY from the subscriber on the 6th day of March last, a mulatto man by the name of JACK, well built, about five feet nine or ten inches high, 28 years of age, a tolerable shoemaker. He has a scar on his forehead, and a part of one of his upper foreteeth broken off, one of his wrists broke and crooked, and his right leg pretty much shot with small shot which will shew [sic] very plainly. He is supposed to be lurking about Fayetteville, Elizabeth, or Wilmington, in this state, and it is probable that he will pass as a free man by the name of Reville. Any person who will secret him in any jail so that I get him shall receive the above reward. LEVI WHITTED. Hillsborough, April 8, 1812.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2123.jpg,2123,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2123
Twenty-five dollars reward,1812-12-18,1811-08-01,"Cumberland County, NC",Fayetteville,"Tyrrell County, NC; Washington, NC",Raleigh,The Star,London,Colin Shaw,Colin Shaw,"Twenty Five Dollars Reward. ESCAPED from the subscriber at Fayetteville, about the 1st. of  August, 1811, a Negro Man Slave, named LONDON, supposed to be about 23 years of age, of a dark complexion, and about 5 feet 8 inches high. Said Negro is supposed to be lurking some where in and about the counties of Tyrrel and Washington, North-Carolina. The above reward will be given to any person who will secure said Negro in any prison of said state, so that the subscriber shall get him alive, or should be delivered to the subscriber in Fayetteville, all necessary expences shall be defrayed in addition to the said reward. COLIN SHAW. December 16th, 1812.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2158.jpg,2158,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2158
25 dollars reward,1813-01-02,1812-12-12,"Jones  County, NC","White Oak, NC","New Bern, NC","New Bern, NC",Carolina Federal Republican,Tom,John Simmons,John Simmons,"25 Dollars Reward.  RANAWAY from the Subscriber on White-Oak, Jones County, on the 12th of December last, a Negro Fellow by the name TOM, about 25 years of age, not very dark, about 5 feet 8 or 10 Inches high, has a scar on one of his cheeks just below his eye; formerly belonging to the estate of Joseph Sanderson, deceased, and was hired last year by Mr. William Mitchell of Newbern, and it is supposed said fellow is lurking about that Town or in its vicinity, for he has a wife there.--I will give the above reward to any one who will secure him in the Jail of Newbern, or deliver him to me at my Plantation.  All persons are forwarned from harbouring, employing, or carrying him away, under the penalty of the Law.  JOHN SIMMONS.  Jones County, Jan. 1st, 1813.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_477.jpg,477,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/477
50 dollars reward,1813-02-06,1813-02-04,"Beaufort County, NC",Washington,"Washington, NC",New Bern,Carolina Federal Republican,David,Richard Grist,Richard Grist,"50 Dollars Reward.  RUNAWAY From the Subscriber on the first instant a negro man named  DAVID  This fellow is about twenty seven or eight years old, five feet ten or eleven inches high, straight, spare and well made, tolerably black, has a handsome face, small hands, and uncommon white teeth : has a small scar on his nose occasioned by a cut with a knife : Is a sensible artful fellow, when speaking fast he Stammers a little and is a tolerable good shoemaker. Had on when he went away a suit of dark grey homespun cloths.  It is supposed he is at present lurking about on the south side of tar river, near Washington but it is apprehended he will attempt to go out of the State.  The above reward will be paid to any person who will deliver the above named negro to me, or if confined in any jail in the State so that I get him agian.  RICHARD GRIST.  Near Washington, N.C. Feb. 4, 1813.  All masters of vessels and others are warned not to harbor, assist, or carry the above fellow out of the State under the rigour of law.  R. G.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_782.jpg,782,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/782
Forty dollars reward,1814-03-19,1813-07-28,"Craven County, NC",Slocum Creek,"Carteret County, NC",New Bern,Carolina Federal Republican,March,William Holland,William Holland,"Ten Dollars Reward.  RAN-AWAY from the Subscriber on the 28th of July last, a negro man named  MARCH,  He is about 22 years of age, 5 feet 9 or 10 inches high, of yellowish complexion; he was formerly the property of Levi Fulshire, Esq. deceased, and is at this time in Carteret County, and passes for a free man by the name of John Codett, and it is believed he has got a free pass. I will give the above reward to any person who will deliver him to me, or secure him and his papers in any Jail, so that I get him again.  I forwarn all persons from harbouring, or employing him, as I am determined to enforce the laws on all those who may be guilty.  WILLIAM HOLLAND.  Slocumbs Creek, March 15th, 1814.--tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1860.jpg,1860,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1860
Ten dollars reward,1814-04-22,1814-02-01,"Mecklenburg County, NC",Beatties Ford,India,Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Will,Alfred M. Burton,Alfred M. Burton,"TEN DOLLARS REWARD. RANAWAY from the Subscriber, living near Beatty's ford, on the Catawba, about the first of February last, a NEGRO MAN named Will.  He is about 23 years of age, about 5 feet 9 or 10 inches high, large and well formed for his height : has a piece bitten out of his right ear-- And carried off with him a striped linsey homespun big coat, other clothing not recollected.  Having lately purchased him from a gentleman from Tennessee, I am induced to believe he may attempt to get to the Greek nation of Indians.  A more minute description of him is not recollected. Any person who will confine him in jail, and give me notice in my residence, or deliver him to me, shall receive the above reward. ALFRED M. BURTON, 61--3t",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1426.jpg,1426,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1426
Twenty dollars reward,1814-04-30,1814-04-01,"Lenoir County, NC","Wheat Swamp, NC","New Bern, NC","New Bern, NC",Carolina Federal Republican,Charles,Creed H. Dudley,Creed H. Dudley,"Twenty Dollars Reward. RAN-AWAY from the Subscriber at wheat swamp, Lenoir County, about the first instant, my negro man  CHARLES, About five feet high, very black, can read and write, and it is probable has a free pass; he can play on the violin; and shews[sic] guilt very remarkable by wrinkeling[sic] his face when accused; he was taken up and put in jail at Newbern about four years ago, it is supposed he is either a lurking about there, or Washington.  The above reward will be given to any person delivering said Negro to me, or lodging him in any jail so that I get him again, and all reasonable expences paid.  All masters of Vessels, and others, are forbid employing said Negro, or carrying him out of the State, under the penalty of the law.  CREED H. DUDLEY. Lenoir County, April 30, 1814.--278",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_961.jpg,961,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/961
Fifteen dollars reward,1814-05-07,1813-10-03,"Jones  County, NC","Trent, NC","New Bern, NC","New Bern, NC",Carolina Federal Republican,Clarry,John Sanderson,Nicholas A. Bray,"Fifteen Dollars Reward.  RAN AWAY from the Subscriber on the 3d of last October, in Jones County, near Trent Bridge, my negro woman  CLARRY.  Formerly the property of Elizabeth Bray; she was hired in Newbern by Donum Mumford last year--I have good information that she is now lurking about there, she is of a dark complexion, tall and stout made. The above reward will be given to any person delivering said Negro to me, or lodge her in any jail so that I get her again, and all reasoanble expences paid.  All persons are forwarned harboring, employing, or carrying said Negro out of the State, under the penalty of the law.  JOHN SANDERSON,  Mill Creek, Jones County, April 30th, 1814.  Mr. Hall,  As the FELLOW who signed the above has no right or title to the above named negro, CLARRY: I forbid any person from molesting said negro, or her CHILDREN; she has a right to maintain herself and children, until I call on her.  NICHOLAS A. BRAY.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_850.jpg,850,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/850
Ten dollars reward,1814-06-11,1814-05-14,"Craven County, NC",New Bern,"Wilkinsons Point, NC",New Bern,Carolina Federal Republican,Clarry,John Merrit,John Merrit,"Ten Dollars Reward.  RANAWAY from the Subscriber about the 14th ult. a negro girl named  CLARRY,  Formerly owned by William Gardner of Wilkinson Point, said girl is about 16 years of age, likely, of middlng size, black complexion and extremely artful--she has been seen about the plantation of J. F. Smith Esq. and it is supposed she is lurking in the neighborhood of the Town or about Wilkinson's Point. The above reward with reasonable charges will be paid on her being delivered to me or in Jail, so that I get her.  JOHN MERRIT.  Newbern, June 11th, 1814.--285--tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1868.jpg,1868,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1868
Ten dollars reward,1814-06-25,1813-11-20,"New Hanover County, NC",Wilmington,"Kingston, NC",New Bern,Carolina Federal Republican,Reddick,Ezekiel Lane,Ezekiel Lane,"Ten Dollars Reward.  RUN AWAY on the 20th November last from the Subscriber's Planation, Rocky Point a negro fellow named REDDICK. He is about five feet 8 inches high, square built and well made, of rather a light black complexion; and about thirty years old.--This fellow was seen about Holly Shelter in company with a mulatto man named Dick, belonging to Mrs. Sally Atkinson, on the 28th day of May last travelling towards Newbern. These fellows said there that they intended to go on to the Northward. Reddick was brought, when a boy, from Neuse, near Kingston, where he may probably be now lurking. Whoever will take up and deliver the said runaway to the subsriber or lodge him in any jail, so that he may be recovered shall receive the above reward and all reasonable expences paid.  EZEKIEL LANE.  Wilmington June 24.--3w.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1871.jpg,1871,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1871
Fifty dollars reward,1814-08-05,1814-07-15,"Hertford County, NC",Murfreesboro,"Kemsville, VA",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Amy,John McRae,John McRae,"FIFTY DOLLARS REWARD RAN AWAY from the subscriber twelve miles west from Murfreesborough, on the night of the 15th instant, a Negro Woman by the name of AMY : small size, 20 years of age, yellow complexion, marked with the small pox, one pit on the end of her nose appears as if a small bit was out, keen black eyes, delicate appearance : brought up a house servant, has lately been sick, from which she has not entirely recovered.  Amy is a crafty sensible girl, will probably attempt to pass for a free woman : she will aim to get back to Kempsville, Princess Anne county, Virginia, where I bought her from capt. Wm.[William] Stone.  She will probably aim for the following rout-- by Murfreesboro', Summerton, Suffolk, Portsmouth, and Norfolk: she is well acquainted in Norfolk.  I will give the above reward to any person who will secure her in any Jail in this state so that I get her again. JNO.[John] MCRAE. Sneedsboro', N.C. July 22.    73",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1022.jpg,1022,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1022
Twenty-five dollars reward,1814-09-09,1814-08-06,"Nash County, NC",Swift Creek,"Catawba River, NC",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Spencer,Laurence Battle,Laurence Battle,"STOP THE RUNAWAY. Twenty-five Dollars Reward. DESERTED from my service, on the 6th of August, inst. my negro man SPENCER, a hatter by trade. Spencer is 36 years old, carries his age well, he is a sleek black, stout-built, of a common heighth[sic], round shoulders, rather a down look, appears humble when spoken to, wears his hair very neatly carded.  Had on when he went off, a large brim black hat of his own make, a pair of white cotton overalls and shirt and a striped cotton waistcoat.  His intention is to pass for a free man, and may perhaps change his clothes and alter his name; and may have procured from some villian a free pass.  I am inclined to believe he will make for the Catawba river in the extremeity of this state, where he has a brother and sister living who belong to the heirs of Ketchen Prim, and to whom he formerly belonged, and from whom he was purchased by Gen. Wm.[William] Arrington about 15 years ago. I will give twenty-five dollars reward to any person who will deliver said negro to me in Nash county, or ten dollars reward to any person who will secure him in any jail in this state, or the United States, so that I get him again. LAURENCE BATTLE. Nash County, N.C. Swift creek, August 31, 1814.    81--3t",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1863.jpg,1863,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1863
Twenty-Five dollars reward,1814-09-30,1813-12-24,"Wayne County, NC",Waynesborough,"Tyrrell County, NC",Raleigh,The Star,Jack,Cullen Blackman,Cullen Blackman,"Twenty-Five Dollars Reward.   RANAWAY from the subscriber on the 24th of December last, a large Negro fellow, about 5 feet 6 or 7 inches high, by the name of JACK, of a yellow complection, purchased of Adkins Massey, of Tyrrell county, and it is supposed he is lurking about in Tyrrell or some of the adjacent counties-I will give a reward of twenty-five dollars to any person that will deliver said Jack to me in Waynesborough, N.C. and other reasonable expences paid, or the sum of ten dollars to any person that will secure him in a Jail so that I get him again.   CULLEN BLACKMAN.   Sept. 20, 1814.  39 3t pd",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2150.jpg,2150,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2150
Thirty dollars reward,1814-10-06,1814-09-11,"Granville County, NC",Oxford,"New Bern, NC",Raleigh,The North Carolina Minerva and Raleigh Advertiser,Oliver,Thomas B Littlejohn,Thomas B. Littlejohn,"THIRTY DOLLARS REWARD.--Runaway from the subscriber, on the 11th instant. A NEGRO FELLOW named OLIVER, tolerably stout built and well made, aged about 27 years but looks young for that age, having very little beard, about 5 feet 8 inches high: he is a tolerably black fellow, with a very pleasing, smiling countenance, is very polite and courteous in his address, has rather a soft, effiminate voice, and has a short quick-step when he walks. He has for several years past employed as a waiter in the public hours kept at this place and carried with him sundry articles of very good cloathing which cannot be described. He took off with him a dark, chestnut sorrel HORSE (at that time much sun burnt and in low order) about  4 feet 10 or 11 inches high, with a white face, and a scar under his right eye, about 7 or 8 years old, I will give the above reward for securing the above described negro brought home and a reasonable compensation for such information as may enable me to regain the horse. As he ran-away without any cause whatever, I am apprehensive he has been furnished with free papers, and will make his way towards Newbern, or some other seaport town. THO.[THOMAS] B. LITTLEJOHN.  Oxford, Granville County, 29th Sept. 1814.   THe Editors of the Newbern Federal Republican and Charleston Courier, will please insert the foregoing three times each, and transmit their accounts to the Minerva office for payment.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1337.jpg,1337,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1337
Thirty dollars reward,1814-10-14,1814-09-11,"Granville County, NC",Oxford,"Newbern[New Bern], NC",Raleigh,The Star,Oliver,Thomas B. Littlejohn,Thomas B. Littlejohn,"Thirty Dollars Reward.    RANAWAY from the subscriber, on the 11th instant, a Negro fellow named Oliver, tolerably stout built and well made, aged about 27 years but looks young for that age, having very little beard, about 5 feet 8 inches high; he is a tolerably black fellow, with a very pleasing smiling countenance, is very polite and courteous in address, has a rather soft, effeminate voice, and has a short quick step when he walks. He has for several years past been employed as a waiter in the public house kept at this place, and carried with him sundry articles of very good cloathing which cannot be described. He took off with him a dark chestnut sorrel horse, (at that time much sun burnt, and in low order) about 4 feet 10 or 11 inches high with a white face, and a scar under his right eye about 7 or 8 years old. I will give the above reward for securing the above described negro fellow, so that I get him again; all proper expences if brought home and a reasonable compensation for such information as may enable me to regain the horse. As he ranaway without any cause whatever, I am apprehensive he has been furnished with free papers, and will make his way towards Newbern, or some other seaport town.     THO.[Thomas] B. LITTLEJOHN.     Oxford, Granville County, Sept. 29th, 1814.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2169.jpg,2169,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2169
Twenty dollars reward,1815-03-24,1815-02-07,"Wake County, NC",Raleigh,"Pitt County, NC",Raleigh,The Star,Toney,Joseph Lane,Joseph Lane,"Twenty Dollars Reward. RUNAWAY from the subscriber in Pitt county, about the 7th of February last, a Negro fellow by the name of TONEY, about twenty years of age, slender built, it is believed about five feet ten inches high; when he went of  he was prepared with a knap sack, provision and a pass to come from Pitt county to the owner's plantation in Wake county. He was raised in Pitt county, but it is suspected he is gone either alone or in company with some white man to some other state. The above reward will be given to any person who will secure him in any gaol and forward me information so that I get him. JOSEPH LANE, Jun'r. Raleigh, 20th March, 1815.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2177.jpg,2177,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2177
Fifty dollars reward,1815-07-21,1815-01-01,"Wake County, NC",Raleigh,"Halifax, NC; Virginia",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Billy,A.S.H. Burges,A.S.H. Burges,"FIFTY DOLLARS REWARD RAN AWAY from the subscriber about the first of January last, a Negro Man by the name of BILLY.  He is about 34 years of age, by trade a Carpenter, and has a large scar on his breast, occasioned by a burn received some years ago.  He is about the common stature, was raised near the town of Halifax, N.C. where he has a wife and has been lurking until within a few weeks--At present, I have good reason to believe, he is somewhere in the State of Virginia. I will give the above reward to any person who will deliver the said Negro to me, in the city of Raleigh, besides defraying reasonable expences.  or I will give $25 to any one who will apprehend and secure the Negro in any Jail in Virginia or North Carolina, so that I get him again. A.S.H. BURGES. Raleigh, N.C. July 20.    26 3w",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1021.jpg,1021,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1021
Ranaway,1815-08-11,1815-07-20,"Wake County, NC",Raleigh,"Edenton, NC; Raleigh, NC",Raleigh,The Star,Sary,S. Bond,S. Bond,"RANAWAY FROM the subscriber about the 20th of July, a Negro Girl named SARY, about 15 years old, low and chunky built, yellow complexion, has a grim look; and has a large scratch on one of her cheeks. I lately purchased her of the Rev. James Woodbury, of Edenton, where perhaps, she will endeavour to go; but I think it more likely she is harbored about Raleigh, as her father and other relations live in about this city. I will give a reward of five dollars for her if taken up in this county; if out of this county ten dollars to any one that will secure her in any jail so that I get her again. S. BOND. Raleigh, August 10, 1815.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2187.jpg,2187,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2187
Twenty Five dollars reward,1816-01-13,1815-10-29,"Richmond County, NC",Rockingham,New York,Wilmington,Wilmington Gazette,Dossey,John Jennings,John Jennings,"Twenty Five Dollars Reward. RANAWAY from the subscriber in Richmond County, Rockingham on the 29th of October, a bright mulatto woman about thirty five years old, likely and straight built, well known in Wilmington by the name of Bessey, formerly owned by Doctor Cutlar, who sold her to Mr. Hugh Campbell, Merchant of Fayetteville. All Captains of Vessels are forwarned from employing or giving her a passage or, in any manner, and bring her on board of a vessel, as I understand her aim is to get to New York. The above reward will be given to any person who will take her up and commit her to Jail so I get her again. JOHN JENNINGS. Rockingham, Richmond, C.H. N.C.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_698.jpg,698,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/698
Ran away,1816-03-29,1816-03-25,"Wake County, NC",Raleigh,"Murfreesborough, NC",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Abram,J. Scott,J. Scott,"RAN AWAY From Raleigh on the 25th instant, A BLACK MAN, by the name of ABRAM about five feet two inches high, well set, and about 40 years of age, a tolerably good Shoemaker and Cooper--at the Shoemaking he has worked the year past with Mr. Joseph G Bacon of this place.  I expect he will make to Murfreesborough in Herford County, in this State, where he is well known, as he was bro't[brought] to this place by a Mr. Allen Clark, and sold to me in June, 1813.  I expect he has a Pass, as I understand he was wishing to get one wrote, as he said he wished to go after his wife Nancy, a free mulatto, who is said to be in the neighbourhood of the Borough with one of her children.--I forewarn all persons from harbouring or employing him in any way, or from carrying him either by land or water, as I shall be under the disagreebale necessity of putting the law in force against all such persons--but will satisfy any reasonable person who may bring him to me, or deliver him in Jail, so that I get him again. J. SCOTT. Raleigh, March 28.    62",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_96.jpg,96,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/96
Ran away,1816-05-31,1816-04-23,"Halifax County, NC",Millbrook,"Petersburg, VA",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Joe,Isaac Hilliard,Isaac Hilliard,"RAN AWAY FROM the subscriber, about the 25th of April last, a Negro Boy by the name of JOE, aged about 22 years, 5 feet 8 or 10 inches high, a Carpenter by trade--served his time with Mr. John R. Cary, and is well known in the City of Raleigh, having worked there some time with Mr. Wm. Jones. He carried with him a number of clothes, amongst them a grey Broadcloth Coat and pair of Top Boots, and some Carpenter's Tools. It is supposed he is making for Petersburg. A generous Reward will be given to any person who will take him up, lodge him in Jail, and give me information of the same. ISAAC HILLIARD. Mill Brook, Halifax County, N.C. May 20, 71 3w",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_73.jpg,73,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/73
Fifty dollars reward,1816-06-28,1816-06-24,"Wake County, NC",Raleigh,Pennsylvania,Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Sam,John Curtis,John Curtis,"FIFTY DOLLARS REWARD. RAN AWAY on the 24th instant, my Negro Man Sam, aged about 40 years, bald headed, a smooth skin, which shows he has been well treated; he weighs about 145--he went off without any provocation, is an uncommonly smart, active, sensible fellow and may have procured a free pass: has worked sometime at the Carpenter's and Shoemaking business, is very ingenious at piddling work, but dislike constant or steady work: he may attempt to leave this state, and endeavour to pass as free man to the State of Pennsylvania.? I will give the above reward for him if taken out of the State and delivered to me 5 miles east of Raleigh, 25 dollars if taken out of the Country, in this State, and ten dollars if taken in the County, and all reasonable expences paid in each case. JOHN CURTIS. June 27.??? 75 3w",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_981.jpg,981,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/981
Stop the runaway.,1817-05-17,1816-12-25,"Nash County, NC",Swift Creek,"New Bern, NC; Washington, NC; Tarborough, NC",New Bern,Carolina Federal Republican,Cupid,Lawrence Battle,Nicholas Arrington,"Stop the Runaway.  Deserted from the service of Lodowick Fluellin, in this county, on the 25th December last, a Negro Man named  CUPID,  who belongs to Nicholas Arrington, orphan of Gen. Wm.[William] Arrington. CUPID is about 40 years old, near 6 feet high, well made, a common yellow, the middle fore finger of one of his hands is off at the first joint: his countenance is unpleasant and would quick prove his guilt with a few questions. Cupid is a Shoe-maker by trade. He took from the shop of Mr Fluellin, shoes leather and tools suitable for his trade.--Cupid was persuaded off by a free woman whom he had taken up with as a wife by the name of ELIZA TURNER. She is a smart yellow wench, perhaps 25 or 30 years old, sly timid countenace. She tells that she has made Newbern, Washington, and Tarborough her places of her residence, I am of opinion they are at or in the neighborhood of one of those places, Cupid's intention will be & perhaps he is at this time passing for a free man, & may have alterted his Name and procured a Pass to that effect from some villain.  I will give Thirty Dollars reward to any person who will deliver to me the said Cupid and Eliza, or Ten Dollars to confine Cupid in Jail so that I him again.  Any information relative to them will be forwarded to me.  LAWRENCE BATTLE, Guardian.  Nash County, Swift Creek, April 14. 3t  N.B. All persons, particulary masters of vessels, are cautioned against employing or harboring, coveying or suffering to be conveyed on board their vessel, the above described slave Cupid, to or from any port, harbor, or any place in the world.  L. B.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1798.jpg,1798,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1798
Thirty dollars reward,1817-06-29,1817-06-24,"Wake County, NC",Raleigh,"Petersburg????, VA; Wilmington, NC",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Sam,Stephen Haywood,Stephen Haywood,"THIRTY DOLLARS REWARD. RAN AWAY from the subscriber, on Saturday the 14th inst. a yellow man named SAM, sometimes calling himself SAM CRAVEN and sometimes SAM FREEMAN, who has been for several years in the employ of Col. Cook, inkeeper[sic], as a house servant. SAM is not a bright mulatto--he is about 5 feet high, about 25 years of age, a stout, well built fellow--has a scar on one of his ancles[sic] occasioned by a cut received this Spring in hewing timber. He has a variety of clothing, of a good quality, in his possession, but a description of it is not practicable. It is imagined that SAM will make either for Petersburg or Wilmington, and the citizens of those places and the intermediate towns are requested to keep a look out for him. He rode off a small filley of a bright roan color, and had a good saddle and bridle upon her. A reward of THIRTY DOLLARS will be given for the arrest and confinement of said negro boy so that I can get him again. STEPHEN HAYWOOD. Raleigh, June 18, 1817.? 26-tf N.B. Sam can read and write. S.H.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1360.jpg,1360,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1360
RANAWAY,1817-07-18,1815-04,"Wake County, NC",Raleigh,"Franklin County, NC",Raleigh,The Star and North Carolina Gazette,Jacob,Josiah Dillard,Josiah Dillard,"RANAWAY FROM the subscriber on Tuesday last, a Negro man named JACOB, formerly the property of James Spivey of Franklin county. He is about 31 or 32 years of age; of common size, is brisk to his movement, speaks quick, and has lost one of his upper fore teeth. It is expected he is in Franklin county-though I have some fears that the said negro may have been enticed away by some white person, with a view to run him to Georgia or elsewhere, and sell him. Reasonable compensation will be made to any person who will deliver him to me, or give me information so that I get him. JOSIAH DILLARD. Raleigh, April 8, 1815.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2194.jpg,2194,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2194
20 dollars reward,1817-07-25,1817-07-13,"Edgecombe County, NC",Tarboro,"Tarboro, NC",Raleigh,The Star and North Carolina State Gazette,John,Thomas Marks,Thomas Marks,"20 Dollars Reward. RANAWAY from the Subscriber on Sunday the 13th inst. a light mulatto man named JOHN, and sometimes calls himself John Marshall, a carpenter by trade; he formerly belonged to John R. Leigh, and was sold to me by Thomas Guion of Tarborough. I will give the above reward to any person who will secure the said fellow in Jail so that I get him again, and I will also pay the above sum, with any reasonable charges, for his delivery to me at this place. THOMAS MARKS. Tarborough, July 20. 30-3w",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_536.jpg,536,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/536
